t xx yy zz xxIn yyIn zzIn xxOut yyOut zzOut wptRefX wptRefY wptRefZ
1 1.09393769889636 0.272416976655182 -0.0126559243863473 1.07539623964047 0.240251570423272 -0.0328793795823711 1.11247915815226 0.304582382887092 0.00756753080967651 1 1.19209289551e-07 0
2 1.09065017677727 0.287461114593545 -0.0122789941404064 1.07453211798374 0.255273574990287 -0.0339424743661175 1.1067682355708 0.319648654196804 0.00938448608530482 0.999987569095 0.00498614629317 0
3 1.09065017677727 0.287461114593545 -0.0122789941404064 1.07453211798374 0.255273574990287 -0.0339424743661175 1.1067682355708 0.319648654196804 0.00938448608530482 0.999950138102 0.00998605581244 0
4 1.09065017677727 0.287461114593545 -0.0122789941404064 1.07453211798374 0.255273574990287 -0.0339424743661175 1.1067682355708 0.319648654196804 0.00938448608530482 0.999887656045 0.0149891723565 0
5 1.08703026797727 0.298578476793818 -0.00931300356727273 1.07232493912523 0.274543468078236 -0.034622541962714 1.10173559682932 0.3226134855094 0.0159965348281686 0.999800126231 0.0199926883509 0
6 1.08449507744 0.306764145178545 -0.00902980967281818 1.07088998234411 0.281595639250975 -0.033847635518352 1.09810017253589 0.331932651106115 0.0157880161727156 0.999687825217 0.0249850377724 0
7 1.08449507744 0.306764145178545 -0.00902980967281818 1.07088998234411 0.281595639250975 -0.033847635518352 1.09810017253589 0.331932651106115 0.0157880161727156 0.999550438575 0.029982007014 0
8 1.08315052557636 0.313029896187909 -0.00901742452538182 1.06745940976074 0.289713495307463 -0.0338449835190539 1.09884164139198 0.336346297068355 0.0158101344682903 0.999388076675 0.0349781674798 0
9 1.08238613166909 0.315739067094727 -0.00915705763327273 1.06641041129969 0.289292499935733 -0.0340388447329776 1.09836185203849 0.342185634253721 0.0157247294664321 0.999200949358 0.0399682724518 0
10 1.08133582358818 0.322392893433455 -0.00760677464567273 1.06581637809053 0.296375389841065 -0.033945641539886 1.09685526908583 0.348410397025844 0.0187320922485405 0.998988619057 0.044963752016 0
11 1.07680957106727 0.333857207509909 -0.00716035533767091 1.05732312676411 0.310842623371826 -0.0333343328105677 1.09629601537043 0.356871791647992 0.0190136221352259 0.998751305207 0.0499582860816 0
12 1.07590210285273 0.336969273106091 -0.00652989570558 1.0565393843113 0.311177692125676 -0.0317286022969474 1.09526482139415 0.362760854086506 0.0186688108857874 0.998488896421 0.0549538326596 0
