t xVel yVel zVel xVelIn yVelIn zVelIn xVelOut yVelOut zVelOut wptRefVelX wptRefVelY wptRefVelZ
1 -0.0303123055213321 0.259540167814321 0.0016931330627025 -0.0591642316661289 0.23336743823606 -0.0398131261865081 -0.00146037937653537 0.285712897392583 0.0431993923119131 -2.98023223877e-08 0.25 0
2 -0.0335102563906004 0.261395114104429 0.000701905035960106 -0.0614730751832744 0.238513610519066 -0.0398249806647811 -0.00554743759792631 0.284276617689791 0.0412287907367013 -0.00249238653693 0.24998757571 0
3 -0.0362035272678539 0.25914672407025 0.000277625666210108 -0.0641133656406503 0.234902250746736 -0.0386074782295059 -0.00829368889505754 0.283391197393764 0.0391627295619262 -0.00499227240592 0.249950149462 0
4 -0.0389505452451682 0.258755810419893 0.000130784696627144 -0.067990214285281 0.236745216252386 -0.0392361533452125 -0.00991087620505543 0.2807664045874 0.0394977227384668 -0.00749189729287 0.249887717735 0
5 -0.0420546757624634 0.259062185369214 0.00160168421619929 -0.0709896125559858 0.239087557717721 -0.0369022599986866 -0.013119738968941 0.279036813020707 0.0401056284310852 -0.00999598398563 0.249800080673 0
6 -0.0447377533745598 0.257782006137286 0.00112505207745572 -0.0740671149925714 0.23739845091713 -0.037603716415467 -0.0154083917565483 0.278165561357442 0.0398538205703785 -0.0124901370574 0.249687798012 0
7 -0.0468654884272913 0.254437619716143 0.000895898834963928 -0.0746426676272973 0.234097598289924 -0.036867948907007 -0.0190883092272852 0.274777641142361 0.0386597465769348 -0.0149911955813 0.249550123332 0
8 -0.0507075138083896 0.255703986219679 0.00132161607299786 -0.0788334197399147 0.236086352192206 -0.036569638502811 -0.0225816078768646 0.275321620247151 0.0392128706488067 -0.0174868249006 0.249387672019 0
9 -0.0532047913525046 0.25590590579775 0.00133808655996285 -0.0808172654840582 0.238400605163522 -0.0361636590537354 -0.0255923172209511 0.273411206431978 0.0388398321736611 -0.0199797833458 0.249200337595 0
10 -0.0556833372196454 0.255645681818893 0.00124349789700836 -0.0840676560456788 0.238478369047313 -0.036104436241378 -0.0272990183936119 0.272812994590473 0.0385914320353947 -0.0224703282895 0.248988120894 0
11 -0.05842780705116 0.255718431084286 0.00168632125317036 -0.0862060132126396 0.239221833078601 -0.0348180132830046 -0.0306496008896804 0.27221502908997 0.0381906557893453 -0.0249593090021 0.248750945514 0
12 -0.0613444878932207 0.252502587114357 0.00226452578960293 -0.088487267195109 0.233348433599057 -0.0337144387676738 -0.0342017085913325 0.271656740629657 0.0382434903468797 -0.0274480741808 0.248488638017 0
13 -0.063846681750865 0.250498465235071 0.0023692413562315 -0.0911801633418634 0.231206205044003 -0.0327378648337136 -0.0365132001598666 0.26979072542614 0.0374763475461766 -0.0299284080618 0.248202116008 0
14 -0.0683474811799107 0.249887157466321 0.00245286545172357 -0.09568615646861 0.231126725735261 -0.0325557863077308 -0.0410088058912115 0.268647589197382 0.0374615172111779 -0.0324088004305 0.247890438813 0
15 -0.0700570425268214 0.248417039553143 0.00251515272629429 -0.0973994893421825 0.228700967006212 -0.0317564438004843 -0.0427145957114604 0.268133112100074 0.0367867492530729 -0.0348843290931 0.247554203325 0
16 -0.072808357710775 0.24258175384425 0.00333095947627322 -0.10053147387221 0.219427146768276 -0.0308181751874152 -0.04508524154934 0.265736360920224 0.0374800941399616 -0.0373602344489 0.247192663487 0
17 -0.0749154972232179 0.241248307798179 0.00296465700967607 -0.101753867627508 0.215234806138518 -0.0307251166079362 -0.0480771268189279 0.267261809457839 0.0366544306272884 -0.0398298670538 0.246806769945 0
18 -0.0776386120181786 0.242461990854321 0.00374788463274929 -0.104444171888767 0.219707499731996 -0.0292424374313705 -0.0508330521475904 0.265216481976647 0.0367382066968691 -0.0422911120329 0.24639695989 0
19 -0.0775212053397857 0.232845130030621 0.00298437124798607 -0.104958016302393 0.190962175255834 -0.0289905612852167 -0.0500843943771787 0.274728084805409 0.0349593037811888 -0.0447521906589 0.245961869873 0
20 -0.0797556510989286 0.229061578119086 0.00326681747063929 -0.108273089671347 0.187239861738171 -0.0282065460603974 -0.0512382125265097 0.2708832945 0.034740181001676 -0.0472101722866 0.245501934071 0
21 -0.0825798190462821 0.228765578763407 0.00327514661991036 -0.110324160414939 0.189425050024544 -0.0285320226790957 -0.0548354776776248 0.26810610750227 0.0350823159189165 -0.0496706157027 0.24501597894 0
22 -0.0870945579786715 0.229920278096821 0.00517034318472429 -0.114109890286462 0.202372092138277 -0.0279793563661353 -0.0600792256708812 0.257468464055366 0.0383200427355839 -0.0521106995847 0.244508639906 0
23 -0.0894509233590607 0.228584533473214 0.00584064976129857 -0.11682686288539 0.198860028583253 -0.0268834786736676 -0.062074983832731 0.258309038363175 0.0385647781962648 -0.0545532828131 0.243975284269 0
24 -0.0921257445580571 0.228715678210214 0.00615698866479571 -0.118954724697507 0.199533925402132 -0.0266295883909138 -0.0652967644186074 0.257897431018296 0.0389435657205052 -0.056990932436 0.243417406157 0
