t xx yy zz xxIn yyIn zzIn xxOut yyOut zzOut wptRefX wptRefY wptRefZ
26 0.519138810045667 0.131523548672052 -0.00889694283606088 0.489746259668857 0.0894265916884418 -0.0548764379569513 0.548531360422476 0.173620505655661 0.0370825522848295 0.484458393251 0.123693432359 0
27 0.518256942517364 0.135716617640533 -0.00886754280794603 0.48893633992477 0.0941062632477007 -0.0557591925279317 0.547577545109957 0.177326972033366 0.0380241069120396 0.483198514446 0.128527022983 0
28 0.516991755759667 0.140263146741482 -0.00881221063979728 0.487878658893446 0.0985109541355389 -0.0558319014183027 0.546104852625888 0.182015339347425 0.0382074801387081 0.481888010285 0.133356460448 0
29 0.516035280971091 0.144273151392191 -0.00908406770709073 0.486799664200283 0.102051141008667 -0.0564626310521913 0.545270897741899 0.186495161775715 0.0382944956380098 0.480530127959 0.138169447141 0
30 0.514511207229909 0.14893442830933 -0.00932250409772758 0.485253771722382 0.107126029453837 -0.0571809595869718 0.543768642737436 0.190742827164824 0.0385359513915167 0.47912441453 0.142967812465 0
31 0.512916144146182 0.154936774142936 -0.00908274700153727 0.483296104152692 0.113775261599971 -0.0581195968642014 0.542536184139672 0.196098286685902 0.0399541028611269 0.477670770395 0.147751937756 0
32 0.511946101706606 0.157615540777827 -0.00913856483316545 0.482258200259074 0.116253724090244 -0.0586178381197297 0.541634003154139 0.198977357465411 0.0403407084533988 0.476169775577 0.152519981731 0
33 0.510290916643909 0.163151962688061 -0.00926992538183364 0.481088645661315 0.120831106664356 -0.0587938454986546 0.539493187626503 0.205472818711765 0.0402539947349873 0.474621131861 0.157272951238 0
34 0.508598146575303 0.16790180597703 -0.0094969341028291 0.479096084511985 0.126554324461876 -0.0599449652961577 0.538100208638621 0.209249287492185 0.0409510970904995 0.473023656322 0.162014260359 0
35 0.506680860609818 0.174085530468515 -0.00923123901415509 0.477822770225035 0.130658864608339 -0.0608687502644429 0.535538950994602 0.217512196328692 0.0424062722361327 0.471381958447 0.166730468874 0
36 0.50517949486897 0.177893972670152 -0.00922609424800327 0.476228258662275 0.135621858395321 -0.0612914461811343 0.534130731075664 0.220166086944982 0.0428392576851278 0.469691318647 0.171435309047 0
37 0.502931176828242 0.184113397157909 -0.00921363769929394 0.47574232846237 0.139588149579644 -0.0618898819650151 0.530120025194115 0.228638644736174 0.0434626065664272 0.467953091525 0.176124683483 0
38 0.501485539074424 0.188166494420545 -0.00924564050906425 0.473835262129125 0.14593275850323 -0.0628515275837187 0.529135816019724 0.230400230337861 0.0443602465655902 0.466171452489 0.180787656892 0
39 0.499492813112909 0.193302771239303 -0.00948849828937364 0.472454565628168 0.149801431688461 -0.0637226290574953 0.52653106059765 0.236804110790145 0.0447456324787481 0.464340144697 0.185440637462 0
40 0.497597022901545 0.197603562588606 -0.00936136441831606 0.470008743871625 0.154732290367502 -0.064208411197204 0.525185301931466 0.240474834809711 0.0454856823605719 0.46246269018 0.190074354376 0
41 0.495950617657576 0.201271322261667 -0.00932736019640637 0.469112832831991 0.157030849581698 -0.0643769973043204 0.52278840248316 0.245511794941636 0.0457222769115076 0.460535793614 0.194696643013 0
42 0.494309573843303 0.204988290234758 -0.0092567430584806 0.467203933032652 0.161019905416323 -0.0652190779409276 0.521415214653954 0.248956675053193 0.0467055918239664 0.458563934316 0.199296558285 0
43 0.491674785711424 0.21046023817397 -0.00940514358540727 0.464447633957789 0.166923414749874 -0.06583290951584 0.51890193746506 0.253997061598065 0.0470226223450255 0.456553519699 0.203859960881 0
44 0.490141600717212 0.213813885821152 -0.00917928193119454 0.463395230969423 0.170366227173965 -0.0665140589161063 0.516887970465001 0.257261544468338 0.0481554950537173 0.454488252665 0.208423674733 0
45 0.488192951864818 0.21761091262897 -0.00931968794535182 0.461716348901622 0.173541398124694 -0.0672982112032263 0.514669554828014 0.261680427133245 0.0486588353125227 0.45237960216 0.212961723202 0
46 0.485040878898061 0.224302378821939 -0.00849264788279727 0.45801416720848 0.179109501655528 -0.0670582279787293 0.512067590587641 0.269495255988351 0.0500729322131348 0.450217940647 0.217494381351 0
47 0.483438597827424 0.227200464687636 -0.00880227293750576 0.456705225670325 0.182299670172494 -0.0679455848357189 0.510171969984524 0.272101259202779 0.0503410389607074 0.448030182969 0.221966112614 0
48 0.479825446329091 0.234292124773515 -0.00985997507898061 0.45169597619446 0.191999887204583 -0.0693430294150345 0.507954916463722 0.276584362342447 0.0496230792570733 0.445785487318 0.226440498359 0
49 0.478356539167061 0.236803308405636 -0.0100130729726548 0.449974515240043 0.194590608241372 -0.0698455527308548 0.506738563094079 0.279016008569901 0.0498194067855452 0.443504200222 0.230876643222 0
50 0.474885859547152 0.242833968380182 -0.00950419368703876 0.449378734223469 0.198871419678454 -0.0698178846080207 0.500392984870834 0.28679651708191 0.0508094972339432 0.441170690815 0.235304954402 0
51 0.473062404248121 0.245633665940364 -0.00936965935807666 0.447558959403155 0.201837439687937 -0.0702778632061077 0.498565849093087 0.289429892192791 0.0515385444899544 0.438795395823 0.239705236915 0
52 0.471528300534515 0.24826749083897 -0.009303659825 0.446518127787867 0.203701445265482 -0.0703594544245894 0.496538473281164 0.292833536412457 0.0517521347745894 0.436377988264 0.244078371346 0
53 0.469160459933727 0.252137909560576 -0.00918725868256788 0.443813316002952 0.208853862768912 -0.0707002735253567 0.494507603864502 0.29542195635224 0.052325756160221 0.433913977732 0.248432405151 0
54 0.464872008492939 0.259226640808515 -0.00882141737769485 0.439510076270884 0.212762109143396 -0.0705917479627994 0.490233940714995 0.305691172473635 0.0529489132074097 0.431406585803 0.252761464083 0
55 0.462873070673485 0.262176981496273 -0.00891537242552515 0.43681456468933 0.217185059765077 -0.0711379620235511 0.488931576657639 0.307168903227469 0.0533072171725008 0.428855545634 0.257065985651 0
56 0.460187712340546 0.266237573662212 -0.00857546029157445 0.435773943308205 0.220520510538328 -0.070718010109733 0.484601481372887 0.311954636786097 0.0535670895265841 0.426269158507 0.261332364061 0
57 0.456564048456788 0.271759444740848 -0.00822318035884567 0.431622293642678 0.225560625550597 -0.070658065993567 0.481505803270898 0.3179582639311 0.0542117052758757 0.423631401661 0.265586964151 0
58 0.453924498171667 0.27538377872397 -0.00779731216318121 0.430254916073285 0.228279787420504 -0.0699985095292904 0.477594080270049 0.322487770027435 0.054403885202928 0.420955587521 0.269808067586 0
59 0.451651517776667 0.278566727912939 -0.00754916331690606 0.42786255231185 0.232656773309091 -0.0698474504242002 0.475440483241484 0.324476682516788 0.0547491237903881 0.418236180184 0.2740045576 0
60 0.448548410460576 0.282548030691788 -0.00753736936549454 0.424823877444157 0.235557546997542 -0.0699096670630541 0.472272943476994 0.329538514386033 0.054834928332065 0.415475271293 0.27817314562 0
61 0.445979238357364 0.285797523132576 -0.0072112323900394 0.422419784996214 0.238399655625696 -0.0698312341792656 0.469538691718513 0.333195390639455 0.0554087693991868 0.412679680685 0.282303880862 0
62 0.442212328446061 0.290822506683333 -0.00682596677294551 0.418317363959509 0.243915412489736 -0.0688367083306828 0.466107292932612 0.337729600876931 0.0551847747847918 0.409836399281 0.286416001342 0
63 0.440075451894091 0.293610222748212 -0.00654215070418884 0.416583044630348 0.246073725552656 -0.0690080897323466 0.463567859157834 0.341146719943769 0.0559237883239689 0.406946845933 0.290506909703 0
64 0.438525506994667 0.295581559530333 -0.00643023605038642 0.414997104089775 0.248261161038636 -0.0688850593578566 0.462053909899559 0.342901958022031 0.0560245872570838 0.404019725158 0.294564189411 0
65 0.434174329136394 0.300806089427333 -0.00651096252076521 0.409518640390563 0.253313634218347 -0.0689980988529155 0.458830017882224 0.348298544636319 0.055976173811385 0.401055678518 0.298587244752 0
66 0.430433063029727 0.305452906506727 -0.00624638789491824 0.405543969512215 0.259698746000595 -0.0673309255758943 0.455322156547239 0.35120706701286 0.0548381497860578 0.398044323295 0.302590014199 0
67 0.423659547414182 0.313271620941697 -0.00511034773926345 0.39981550762359 0.267290987284225 -0.0655779536720132 0.447503587204774 0.359252254599169 0.0553572581934863 0.395000876733 0.306552291429 0
68 0.421814638875727 0.315202087360364 -0.00486467809556679 0.39735086221156 0.269555483749041 -0.0653649672512605 0.446278415539895 0.360848690971686 0.0556356110601269 0.391917249543 0.310484894175 0
69 0.418576408963121 0.318892595311212 -0.00441868937358785 0.395081756074055 0.27216129391631 -0.0644612768930694 0.442071061852188 0.365623896706114 0.0556238981458937 0.388793684163 0.314387453877 0
70 0.416628809928303 0.321048319676061 -0.00402928309406972 0.392527804162755 0.275205402872302 -0.0640007955744604 0.440729815693851 0.366891236479819 0.0559422293863209 0.385625417473 0.318265671097 0
71 0.412940040480697 0.324659907498667 -0.00383468031986891 0.389997403097126 0.276582373342875 -0.063861287588471 0.435882677864268 0.372737441654459 0.0561919269487332 0.382427951504 0.322100701503 0
72 0.409676787802758 0.327916485371485 -0.00291050143711424 0.38605017495164 0.281009624641497 -0.062483094830909 0.433303400653876 0.374823346101472 0.0566620919566805 0.379189511794 0.325906910245 0
73 0.406893158645606 0.330750514211546 -0.00262180485129182 0.383563785931369 0.282892932592386 -0.0621804304672578 0.430222531359843 0.378608095830705 0.0569368207646742 0.375904663042 0.329690285424 0
74 0.40340281788803 0.33423001832097 -0.00195392489719757 0.379123334588742 0.287123309599961 -0.0613293461081831 0.427682301187319 0.381336727041978 0.0574214963137879 0.372599556349 0.333421011048 0
75 0.398251547715939 0.339640841774151 -0.0018830345252803 0.376815831223994 0.290266009266974 -0.060814718428978 0.419687264207884 0.389015674281329 0.0570486493784174 0.369242032855 0.337135464128 0
76 0.394866449464727 0.342946235414182 -0.00118554109853939 0.373181941535735 0.294187417014749 -0.0602328174428663 0.416550957393719 0.391705053813614 0.0578617352457875 0.365851178752 0.340812140344 0
77 0.39123663279 0.346135043853303 -0.000965704660439092 0.369403564354404 0.296763813136847 -0.0593645981867837 0.413069701225596 0.395506274569759 0.0574331888659055 0.362424783967 0.344453590439 0
78 0.388083598881364 0.348908977011455 -0.000208769034445151 0.367277414937587 0.299428114450757 -0.059002354443274 0.40888978282514 0.398389839572152 0.0585848163743837 0.35896683478 0.348055759223 0
79 0.384275110810757 0.352165816019909 -0.000263853942829999 0.362273919719603 0.302397178622774 -0.0585376943295553 0.406276301901912 0.401934453417044 0.0580099864438953 0.355465749557 0.351630631334 0
80 0.379763087252667 0.356217905809515 0.000227994861568182 0.357618773936707 0.306592525065994 -0.0582107138683862 0.401907400568626 0.405843286553037 0.0586667035915226 0.351929572786 0.355169784467 0
81 0.376925136447363 0.35862028398897 0.000642391816586364 0.355747830497776 0.308844871956184 -0.0575591448040362 0.39810244239695 0.408395696021756 0.0588439284372089 0.348359828141 0.35867175821 0
82 0.372273835369667 0.362555151424182 0.000886901744169394 0.350363351362759 0.312624605470544 -0.0573127634758876 0.394184319376574 0.41248569737782 0.0590865669642263 0.344761627038 0.362131772318 0
83 0.368828741995243 0.365224472807455 0.00151227913731394 0.344579908032926 0.316206627555113 -0.0555383530928404 0.393077575957559 0.414242318059796 0.0585629113674682 0.34111611905 0.365567768443 0
84 0.36448946825603 0.368772146485788 0.00160780712797546 0.341161169857811 0.318732666304801 -0.0554073607937859 0.38781776665425 0.418811626666775 0.0586229750497368 0.337452994461 0.368951862076 0
85 0.361127863008273 0.371359073258758 0.00243894109347577 0.336846572909981 0.321278859718795 -0.0545007332545985 0.385409153106565 0.42143928679872 0.05937861544155 0.333736016423 0.372317433572 0
86 0.356169994075 0.375322310465303 0.00239338032108837 0.332352984660687 0.322581698825131 -0.054664588059193 0.379987003489313 0.428062922105475 0.0594513487013697 0.330006385844 0.375627189248 0
87 0.353557675516667 0.377388847833394 0.00324231562367333 0.33018073240332 0.325724729641328 -0.0536921881107725 0.376934618630013 0.429052966025459 0.0601768193581192 0.326229434043 0.378912069435 0
88 0.348804892753121 0.380974907318515 0.00435891933535485 0.324704240846541 0.329373720328494 -0.0510677328979442 0.372905544659701 0.432576094308536 0.0597855715686539 0.322425116607 0.382154476856 0
89 0.345071622842273 0.383678296844697 0.00500809891733606 0.320451425894269 0.332776545566496 -0.0502988889307099 0.369691819790277 0.434580048122898 0.060315086765382 0.318586277745 0.385360589102 0
90 0.339872899858909 0.387342598760879 0.00451408815154303 0.317583895257664 0.335469836687718 -0.050923106793372 0.362161904460154 0.439215360834039 0.0599512830964581 0.31471880219 0.388525514668 0
91 0.335188298027061 0.390533943345848 0.00528761903792909 0.3113250152808 0.339152222110818 -0.0504524023114738 0.359051580773321 0.441915664580879 0.061027640387332 0.310821988312 0.391649960528 0
92 0.331595702787727 0.392959114406788 0.00496656732803348 0.307163774038289 0.340614506223655 -0.050546861076335 0.356027631537166 0.445303722589921 0.060479995732402 0.30689062851 0.394738067752 0
93 0.326900967722061 0.396277770294727 0.00591289275409651 0.305006633624833 0.345111250254089 -0.0495502636912983 0.348795301819288 0.447444290335365 0.0613760491994913 0.302912750994 0.397798774867 0
94 0.321697087828273 0.399749731652364 0.00618651264134258 0.298521588795975 0.347818919736422 -0.048736647634373 0.34487258686057 0.451680543568305 0.0611096729170581 0.298929291556 0.400800796718 0
95 0.318122626887424 0.401992772441333 0.00662741513356545 0.295012710633394 0.350045186928576 -0.0484528030857335 0.341232543141454 0.453940357954091 0.0617076333528645 0.294901161363 0.403773829051 0
96 0.314261788434636 0.404436364841212 0.00680115416182061 0.289977058455142 0.35231923625835 -0.0480060567896224 0.338546518414131 0.456553493424074 0.0616083651132636 0.290852773363 0.406699722433 0
97 0.310265238434182 0.40689970242997 0.00737060982278546 0.285473228196839 0.35427514280759 -0.0474501598232569 0.335057248671524 0.459524262052349 0.0621913794688278 0.286770914697 0.409588137626 0
98 0.306660028393515 0.409253428169576 0.00759795672930485 0.282357017967243 0.356885248567169 -0.0470488470429236 0.330963038819787 0.461621607771983 0.0622447605015333 0.282657079622 0.412437844214 0
99 0.300892108284152 0.412568860056152 0.0076789300499997 0.277466470296653 0.360041395287147 -0.0467314168935003 0.32431774627165 0.465096324825156 0.0620892769934997 0.278517601623 0.415244440765 0
100 0.297751536839212 0.414302826369818 0.00821065768487728 0.272867579983923 0.3621637595496 -0.0459575568378016 0.322635493694501 0.466441893190036 0.0623788722075562 0.274352749728 0.418007857243 0
101 0.291731680613091 0.417918518659061 0.00836451987092666 0.267924757420075 0.36515074196676 -0.0463603389290177 0.315538603806106 0.470686295351361 0.063089378670871 0.270168004992 0.420724671345 0
